2026-05-05 19:13:44,409 [INFO] ============================================================
2026-05-05 19:13:44,409 [INFO] 运行开始时间: 2026-05-05 19:13:44
2026-05-05 19:13:44,409 [INFO] 操作者: zhr-0731
2026-05-05 19:13:44,409 [INFO] 操作系统: Linux 6.17.0-1010-azure
2026-05-05 19:13:44,409 [INFO] Python 版本: 3.11.15
2026-05-05 19:13:44,409 [INFO] GitHub Run ID: 25396910108
2026-05-05 19:13:44,409 [INFO] Git Commit SHA: 791f0ea063cb005d255dc6156eae98374350e9f3
2026-05-05 19:13:44,409 [INFO] ============================================================
2026-05-05 19:13:44,409 [INFO] 开始处理 iptv-org (国际频道)
2026-05-05 19:13:44,409 [INFO] 来源: iptv-org
2026-05-05 19:13:44,416 [INFO] 正在解析 M3U...
2026-05-05 19:13:44,429 [INFO] 解析完成，获得 6159 个条目
2026-05-05 19:13:44,433 [INFO] 正在解析 M3U...
2026-05-05 19:13:44,444 [INFO] 解析完成，获得 5672 个条目
2026-05-05 19:13:44,446 [INFO] 本地原有活跃频道: 6159 个，失效频道: 5672 个
2026-05-05 19:13:44,446 [INFO] 正在下载 M3U 文件...
2026-05-05 19:13:44,543 [INFO] 下载完成，大小: 2496301 字符
2026-05-05 19:13:44,546 [INFO] 正在解析 M3U...
2026-05-05 19:13:44,574 [INFO] 解析完成，获得 11750 个条目
2026-05-05 19:13:44,575 [INFO] 远程总频道 11750，本地新频道 1
2026-05-05 19:13:44,575 [INFO] 待检测频道总数: 11832
2026-05-05 19:13:44,575 [INFO] 正在并发检测流可用性...
2026-05-05 19:20:22,043 [INFO] --- 失效频道详情 ---
2026-05-05 19:20:22,043 [INFO] 频道: Aaj Entertainment (1080p) | 错误: HTTP 404 | URL: https://ml-pull-dvc-myco.io:2096/AAJ_ENTERTAINMENT/index.m3u8
2026-05-05 19:20:22,043 [INFO] 频道: AL24 News | 错误: HTTP 404 | URL: https://cdn.live.easybroadcast.io/abr_corp/66_al24_u4yga6h/corp/66_al24_u4yga6h_240p/chunks.m3u8
2026-05-05 19:20:22,043 [INFO] 频道: 13 Siam Thai (1080p) | 错误: Timeout | URL: https://live.x2.co.th/live/13livetv-th.m3u8
2026-05-05 19:20:22,043 [INFO] 频道: Alkass Seven (1080p) | 错误: HTTP 404 | URL: https://liveeu-gcp.alkassdigital.net/alkass7-p/main.m3u8
2026-05-05 19:20:22,043 [INFO] 频道: ALWifak News TV (720p) | 错误: ConnectionError: HTTPConnectionPool(host='alwifaklive.info', port=1 | URL: http://alwifaklive.info:1935/live/myStream/playlist.m3u8
2026-05-05 19:20:22,044 [INFO] 频道: Asian Culture TV (1080p) | 错误: ConnectionError: HTTPSConnectionPool(host='cdn.vegasplus.us', port= | URL: https://cdn.vegasplus.us/vegas/actv/playlist.m3u8
2026-05-05 19:20:22,044 [INFO] 频道: ATN Music (360p) | 错误: HTTP 404 | URL: https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/atnmusic.stream/playlist.m3u8
2026-05-05 19:20:22,044 [INFO] 频道: Atcco Canal 2 | 错误: HTTP 403 | URL: https://ola1.com.ar/atccohd/playlist.m3u8
2026-05-05 19:20:22,044 [INFO] 频道: Alterna TV (720p) [Not 24/7] | 错误: Timeout | URL: https://tv.alterna.ar/stream/hls/live.m3u8
2026-05-05 19:20:22,044 [INFO] 频道: BeJoy.kids (1080p) | 错误: HTTP 404 | URL: https://64b16f23efbee.streamlock.net/bejoy/bejoy/playlist.m3u8
2026-05-05 19:20:22,044 [INFO] 频道: Bol Entertainment (1080p) | 错误: HTTP 404 | URL: https://ml-pull-dvc-myco.io:2096/BOL_ENTERTAINMENT/index.m3u8
