2026-05-05 19:13:10,515 [INFO] ============================================================
2026-05-05 19:13:10,515 [INFO] 运行开始时间: 2026-05-05 19:13:10
2026-05-05 19:13:10,515 [INFO] 操作者: zhr-0731
2026-05-05 19:13:10,516 [INFO] 操作系统: Linux 6.17.0-1010-azure
2026-05-05 19:13:10,516 [INFO] Python 版本: 3.11.15
2026-05-05 19:13:10,516 [INFO] GitHub Run ID: 25396910108
2026-05-05 19:13:10,516 [INFO] Git Commit SHA: 791f0ea063cb005d255dc6156eae98374350e9f3
2026-05-05 19:13:10,516 [INFO] ============================================================
2026-05-05 19:13:10,516 [INFO] 开始处理 iptv4.m3u (分类筛选)
2026-05-05 19:13:10,516 [INFO] 来源: iptv4
2026-05-05 19:13:10,516 [INFO] 正在解析 M3U...
2026-05-05 19:13:10,517 [INFO] 解析完成，获得 334 个条目
2026-05-05 19:13:10,518 [INFO] 正在解析 M3U...
2026-05-05 19:13:10,518 [INFO] 解析完成，获得 125 个条目
2026-05-05 19:13:10,518 [INFO] 本地原有活跃频道: 334 个，失效频道: 125 个
2026-05-05 19:13:10,518 [INFO] 正在下载 M3U 文件...
2026-05-05 19:13:10,819 [INFO] 下载完成，大小: 98832 字符
2026-05-05 19:13:10,820 [INFO] 正在解析 M3U...
2026-05-05 19:13:10,824 [INFO] 解析完成，获得 551 个条目
2026-05-05 19:13:10,824 [INFO] 远程总频道 551，符合分类 373，本地新频道 0
2026-05-05 19:13:10,824 [INFO] 待检测频道总数: 459
2026-05-05 19:13:10,824 [INFO] 正在并发检测流可用性...
2026-05-05 19:13:44,236 [INFO] --- 失效频道详情 ---
2026-05-05 19:13:44,236 [INFO] 频道: 余姚姚江文化 | 错误: Timeout | URL: https://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
2026-05-05 19:13:44,236 [INFO] 频道: 余姚综合 | 错误: Timeout | URL: https://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: 新昌新闻综合 | 错误: Timeout | URL: https://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: CCTV4 | 错误: HTTP 403 | URL: http://74.91.26.218:82/live/cctv4hd.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: CGTN俄语 | 错误: HTTP 403 | URL: https://0472.org/hls/cgtne.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: CGTN法语 | 错误: HTTP 403 | URL: https://0472.org/hls/cgtnf.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: CGTN纪录 | 错误: HTTP 403 | URL: https://0472.org/hls/cgtnd.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: CGTN西语 | 错误: HTTP 403 | URL: https://0472.org/hls/cgtnx.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: CGTN阿语 | 错误: HTTP 403 | URL: https://0472.org/hls/cgtna.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: 义马新闻综合 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: 偃师新闻 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: 临颍综合 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
2026-05-05 19:13:44,237 [INFO] 频道: 内乡综合 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
2026-05-05 19:13:44,237 [INFO] 频道: 内黄综合 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: CCTV10 | 错误: HTTP 403 | URL: http://hlszymgsplive.miguvideo.com:8080/migu/kailu/cctv10hd265/54/20200407/index.m3u8?msisdn=faa141c962476b57c31730fcb750523f&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20251227202413&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=58.22.56.206&SecurityKey=20251227202413&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=1831293380&jmhm=faa141c962476b57c31730fcb750523f&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e24aeaf25a1bda69bdf6ed2c5b9c6801&sv=10004&ct=android
2026-05-05 19:13:44,237 [INFO] 频道: 上海新闻综合 | 错误: HTTP 404 | URL: https://mgtv.ottiptv.cc/migu/651632657.m3u8?migutoken=348c9164063c2b1df215dd2fa7cd92cb119d8a335ae0edfb5d615a6c714e71b669eee2f5ff1730afa92af7ca41d0aa96e3a280d7e5f2069eb8a3b852f3ebc270147489d7c8bfb08a7c4b9c4d80
2026-05-05 19:13:44,237 [INFO] 频道: 叶县 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
2026-05-05 19:13:44,237 [INFO] 频道: 唐河一套 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
2026-05-05 19:13:44,238 [INFO] 频道: CCTV1 | 错误: HTTP 405 | URL: http://play.kankanlive.com/live/1661761962676984.m3u8
2026-05-05 19:13:44,238 [INFO] 频道: 临夏州综合 | 错误: HTTP 405 | URL: http://play.kankanlive.com/live/1714096320293954.m3u8
2026-05-05 19:13:44,238 [INFO] 频道: 固始综合 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
2026-05-05 19:13:44,238 [INFO] 频道: 南京十八 | 错误: HTTP 404 | URL: https://mgtv.ottiptv.cc/migu/838151753.m3u8?migutoken=e1c3c9e2e67541d90ea94c4c917f96ecf43c6c0ae7c616929d8676e7c14bc5587ba870ce22575333640bfff61b05d4d468f6564c6251023f1ad20957cfe3b2c12e71b4662f83dce5d920a86c29
2026-05-05 19:13:44,238 [INFO] 频道: 四川科教 | 错误: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote | URL: http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
2026-05-05 19:13:44,238 [INFO] 频道: 南通新闻综合 | 错误: HTTP 404 | URL: https://mgtv.ottiptv.cc/migu/955227985.m3u8?migutoken=03e9c85f19b5ac291f5863436507873a8f47ec3c677c7857c89bda5778edc8e38fc38b4270aa374c49eee39b39ffaf80a20b750130c27760df766c0cf7b5d437be8dc60c1ced9117d98f6c9b3e
2026-05-05 19:13:44,238 [INFO] 频道: 宜阳综合 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
2026-05-05 19:13:44,238 [INFO] 频道: 宝丰综合 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
2026-05-05 19:13:44,238 [INFO] 频道: 嵩县综合新闻 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhendhttp://wshls.live.migucloud.com/live/MZCYG799_C0/playlist.m3u8?zhend
2026-05-05 19:13:44,238 [INFO] 频道: 巩义新闻综合 | 错误: HTTP 403 | URL: http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
